GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	3.17e-11	3.17e-11	1	DKK3,FSTL3,FERMT2,CHRD,BAMBI,ZNF423,DLX5,CAV1,SFRP4,ASPN,LTBP2,TGFB3,SMAD9,ACVR2A,FMOD,INHBA,PMEPA1,RUNX2,BMP4,BMP2,GDF11,THBS1,EMILIN1,CILP,TGFB1I1,CYR61,IGSF1,CRB2,BTBD11,DAB2,BMP6,SKI,NBL1,FSTL1,TGFBR2,COL1A2,FBN1,GREM1,COL3A1,HTRA3,SOSTDC1,SOX11,CDH5,NOG,CLDN5,ADAMTSL2
GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	3.93e-09	3.93e-09	1	DKK3,FSTL3,CHRD,BAMBI,ZNF423,CAV1,SFRP4,ASPN,TGFB3,ACVR2A,INHBA,PMEPA1,BMP4,BMP2,GDF11,THBS1,EMILIN1,CILP,TGFB1I1,CYR61,IGSF1,CRB2,DAB2,BMP6,SKI,NBL1,TGFBR2,FBN1,GREM1,HTRA3,SOSTDC1,SOX11,NOG,ADAMTSL2
GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	1.28e-03	1.28e-03	1	ZNF423,TGFB3,ACVR2A,INHBA,BMP4,BMP2,GDF11,THBS1,TGFB1I1,CYR61,CRB2,DAB2,BMP6,SOX11
GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	8.23e-06	8.23e-06	1	FSTL3,CHRD,BAMBI,CAV1,ASPN,PMEPA1,EMILIN1,CILP,TGFB1I1,IGSF1,SKI,NBL1,TGFBR2,FBN1,GREM1,HTRA3,SOSTDC1,NOG,ADAMTSL2
GO:0071560	cellular response to transforming growth factor beta stimulus	1.75e-05	1.75e-05	1	DKK3,FERMT2,BAMBI,SFRP1,CAV1,ASPN,LTBP2,TGFB3,FMOD,PMEPA1,THBS1,EMILIN1,CILP,TGFB1I1,DAB2,SKI,TGFBR2,CLEC3B,COL1A2,FBN1,COL3A1,HTRA3,SOX11,CDH5,CLDN5,PDE2A,ADAMTSL2
GO:0007179	transforming growth factor beta receptor signaling pathway	7.98e-05	7.98e-05	1	DKK3,FERMT2,BAMBI,CAV1,ASPN,LTBP2,TGFB3,FMOD,PMEPA1,THBS1,EMILIN1,TGFB1I1,DAB2,SKI,TGFBR2,COL1A2,FBN1,COL3A1,HTRA3,SOX11,CDH5,CLDN5,ADAMTSL2
GO:0071773	cellular response to BMP stimulus	1.10e-07	1.10e-07	1	FSTL3,CHRD,ZNF423,SFRP1,DLX5,SFRP4,TGFB3,SMAD9,ACVR2A,RUNX2,BMP4,BMP2,ADAMTS7,CYR61,CRB2,ADAMTS12,BMP6,SKI,NBL1,FSTL1,FBN1,GREM1,HTRA3,SOSTDC1,SOX11,NOG
GO:0030509	BMP signaling pathway	2.91e-06	2.91e-06	1	FSTL3,CHRD,ZNF423,DLX5,SFRP4,TGFB3,SMAD9,ACVR2A,RUNX2,BMP4,BMP2,CYR61,CRB2,BMP6,SKI,NBL1,FSTL1,FBN1,GREM1,HTRA3,SOSTDC1,SOX11,NOG
GO:0060395	SMAD protein signal transduction	1.98e-03	1.98e-03	1	TGFB3,SMAD9,INHBA,BMP4,BMP2,GDF11,CILP,BTBD11,DAB2,BMP6,SKI
GO:0060390	regulation of SMAD protein signal transduction	1.68e-02	1.68e-02	1	TGFB3,BMP4,CILP,DAB2,BMP6
GO:0060391	positive regulation of SMAD protein signal transduction	1.68e-02	1.68e-02	1	TGFB3,BMP4,DAB2,BMP6
GO:0090287	regulation of cellular response to growth factor stimulus	1.95e-11	1.95e-11	1	DCN,DKK3,GPC1,NEDD4,FSTL3,CHRD,SEMA6A,BAMBI,ZNF423,CAV1,SFRP4,ASPN,SMOC2,FGF1,PMEPA1,BMP4,TMEM204,AGT,SPRY2,THBS1,EMILIN1,TGFB1I1,CYR61,SLIT2,CASK,CRB2,ADAMTS12,DAB2,CREB3L1,SKI,NBL1,ITGA5,TGFBR2,FBN1,GREM1,HTRA3,SOSTDC1,SOX11,NOG,SULF2,ADAMTSL2
GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	1.00e-03	1.00e-03	1	DKK3,BAMBI,CAV1,ASPN,PMEPA1,THBS1,EMILIN1,TGFB1I1,DAB2,SKI,TGFBR2,FBN1,HTRA3,SOX11,ADAMTSL2
GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	8.95e-04	8.95e-04	1	DKK3,BAMBI,CAV1,ASPN,PMEPA1,THBS1,EMILIN1,TGFB1I1,DAB2,SKI,TGFBR2,FBN1,HTRA3,SOX11,ADAMTSL2
GO:1902547	regulation of cellular response to vascular endothelial growth factor stimulus	2.99e-02	2.99e-02	1	DCN,SEMA6A,SMOC2,SPRY2,ADAMTS12
GO:0030510	regulation of BMP signaling pathway	9.56e-06	9.56e-06	1	FSTL3,CHRD,ZNF423,SFRP4,BMP4,CYR61,CRB2,SKI,NBL1,FBN1,GREM1,HTRA3,SOSTDC1,SOX11,NOG
GO:0030513	positive regulation of BMP signaling pathway	3.50e-02	3.50e-02	1	ZNF423,BMP4,CYR61,CRB2,SOX11
GO:0090288	negative regulation of cellular response to growth factor stimulus	3.43e-10	3.43e-10	1	DCN,GPC1,NEDD4,FSTL3,CHRD,SEMA6A,BAMBI,CAV1,ASPN,PMEPA1,AGT,SPRY2,THBS1,EMILIN1,TGFB1I1,SLIT2,CASK,ADAMTS12,CREB3L1,SKI,NBL1,TGFBR2,FBN1,GREM1,HTRA3,SOSTDC1,NOG,SULF2,ADAMTSL2
GO:1902548	negative regulation of cellular response to vascular endothelial growth factor stimulus	2.86e-02	2.86e-02	1	DCN,SEMA6A,SPRY2,ADAMTS12
GO:1903845	negative regulation of cellular response to transforming growth factor beta stimulus	4.87e-03	4.87e-03	1	BAMBI,CAV1,ASPN,PMEPA1,EMILIN1,TGFB1I1,SKI,TGFBR2,FBN1,HTRA3,ADAMTSL2
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	4.31e-03	4.31e-03	1	BAMBI,CAV1,ASPN,PMEPA1,EMILIN1,TGFB1I1,SKI,TGFBR2,FBN1,HTRA3,ADAMTSL2
GO:0040037	negative regulation of fibroblast growth factor receptor signaling pathway	3.52e-02	3.52e-02	1	GPC1,THBS1,CREB3L1,SULF2
GO:0030514	negative regulation of BMP signaling pathway	7.22e-04	7.22e-04	1	FSTL3,CHRD,SKI,NBL1,FBN1,GREM1,HTRA3,SOSTDC1,NOG
GO:0038084	vascular endothelial growth factor signaling pathway	3.55e-03	3.55e-03	1	DCN,FLT4,SEMA6A,SMOC2,PDGFRB,KDR,PDGFRA,SPRY2
GO:0060389	pathway-restricted SMAD protein phosphorylation	3.74e-04	3.74e-04	1	TGFB3,ACVR2A,INHBA,PMEPA1,BMP4,BMP2,GDF11,EMILIN1,DAB2,BMP6,TGFBR2,GREM1,NOG
GO:0060393	regulation of pathway-restricted SMAD protein phosphorylation	9.37e-04	9.37e-04	1	TGFB3,ACVR2A,INHBA,PMEPA1,BMP4,BMP2,GDF11,EMILIN1,DAB2,BMP6,GREM1,NOG
GO:0060394	negative regulation of pathway-restricted SMAD protein phosphorylation	2.22e-02	2.22e-02	1	PMEPA1,EMILIN1,GREM1,NOG
GO:0010862	positive regulation of pathway-restricted SMAD protein phosphorylation	2.23e-02	2.23e-02	1	TGFB3,ACVR2A,INHBA,BMP4,BMP2,GDF11,DAB2,BMP6
GO:0051098	regulation of binding	3.55e-02	3.55e-02	1	IGF1,CRMP1,BAMBI,ABL1,CAV1,MDFI,TWIST1,LRP1,BMP4,BMP2,SMO,NES,CD36,APP,HMGA2,DAB2,SKI,GPSM1,HAND2,HEY1,DACT1,SOX11,NOG,PLN
GO:0051099	positive regulation of binding	4.85e-02	4.85e-02	1	IGF1,BAMBI,ABL1,CAV1,TWIST1,LRP1,BMP4,BMP2,APP,HMGA2,SKI,GPSM1,HAND2,DACT1
GO:1904019	epithelial cell apoptotic process	1.49e-02	1.49e-02	1	SERPINE1,SFRP4,WFS1,SEMA5A,TEK,PLCG1,KDR,THBS1,ANGPT1,SCG2,ECSCR
GO:1904035	regulation of epithelial cell apoptotic process	6.75e-03	6.75e-03	1	SERPINE1,SFRP4,WFS1,SEMA5A,TEK,PLCG1,KDR,THBS1,ANGPT1,SCG2,ECSCR
GO:0072577	endothelial cell apoptotic process	1.58e-02	1.58e-02	1	SERPINE1,SEMA5A,TEK,PLCG1,KDR,THBS1,ANGPT1,SCG2,ECSCR
GO:2000351	regulation of endothelial cell apoptotic process	8.73e-03	8.73e-03	1	SERPINE1,SEMA5A,TEK,PLCG1,KDR,THBS1,ANGPT1,SCG2,ECSCR
GO:1904036	negative regulation of epithelial cell apoptotic process	1.49e-02	1.49e-02	1	SERPINE1,WFS1,SEMA5A,TEK,KDR,ANGPT1,SCG2
GO:2000352	negative regulation of endothelial cell apoptotic process	2.68e-02	2.68e-02	1	SERPINE1,SEMA5A,TEK,KDR,ANGPT1,SCG2
GO:0001101	response to acid chemical	1.09e-02	1.09e-02	1	FYN,EPHA3,SFRP1,PTK7,TNFSF4,PKD2,PTGER2,KLF2,KDR,SH3BP4,CD36,CCL21,PID1,FZD7,CAPN2,GNG2,AQP1
GO:0071229	cellular response to acid chemical	5.18e-03	5.18e-03	1	FYN,EPHA3,SFRP1,PTK7,TNFSF4,PKD2,PTGER2,KLF2,KDR,SH3BP4,PID1,FZD7,CAPN2,GNG2,AQP1
GO:1901654	response to ketone	1.49e-03	1.49e-03	1	SFRP1,CAV1,TNFSF4,TGFB3,PTGER2,CCL21,THBS1,SLIT2,SLIT3,GNG2,AQP1
GO:0033993	response to lipid	2.76e-02	2.76e-02	1	TFPI,SNAI2,EPHA3,NGFR,PPAP2A,NEDD4,SFRP1,CAV1,SERPINE1,PTK7,FOXP1,TNFSF4,TCF21,TGFB3,TNFRSF8,PMEPA1,BMP4,PTGER2,SMO,CD36,CCL21,THBS1,TGFB1I1,SLIT2,DAB2,BMP6,PID1,FZD7,RUNX1,TGFBR2,HEYL,TNFRSF10D,SELP,F2R,SLIT3,GNG2,KANK2,AQP1
GO:0070542	response to fatty acid	1.30e-02	1.30e-02	1	SFRP1,TNFSF4,PTGER2,CD36,CCL21,PID1,GNG2
GO:0034694	response to prostaglandin	1.07e-02	1.07e-02	1	SFRP1,TNFSF4,PTGER2,CCL21,GNG2
GO:0034695	response to prostaglandin E	4.28e-03	4.28e-03	1	SFRP1,TNFSF4,PTGER2,CCL21,GNG2
GO:0048545	response to steroid hormone	1.40e-02	1.40e-02	1	TFPI,PPAP2A,NEDD4,SFRP1,CAV1,FOXP1,TCF21,TGFB3,PMEPA1,BMP4,THBS1,TGFB1I1,SLIT2,DAB2,RUNX1,HEYL,SLIT3,KANK2,AQP1
GO:0032870	cellular response to hormone stimulus	4.99e-02	4.99e-02	1	TFPI,BCAR1,NGFR,PPAP2A,NEDD4,SORBS1,SFRP1,CAV1,RARRES2,GHR,FOXP1,TNFSF4,TCF21,NR4A1,PMEPA1,BMP4,PTGER2,TGFB1I1,SLIT2,LATS2,ADRA2A,DAB2,PID1,RUNX1,HEYL,IGF2,RAB31,IRS1,CDK5R1,SLIT3,ROBO2,GNG2,CACNA1H,KANK2,ENPP1,AQP1
GO:0071379	cellular response to prostaglandin stimulus	2.22e-02	2.22e-02	1	SFRP1,TNFSF4,PTGER2,GNG2
GO:0071380	cellular response to prostaglandin E stimulus	8.09e-03	8.09e-03	1	SFRP1,TNFSF4,PTGER2,GNG2
GO:0050886	endocrine process	4.81e-03	4.81e-03	1	C1QTNF3,PCSK5,INHBA,EDN2,RAB11FIP5,AGT,CORIN,C1QTNF1,F2R,MME
GO:0044057	regulation of system process	5.93e-03	5.93e-03	1	CACNA1G,IGF1,PPP1R12B,C1QTNF3,DMPK,CAV1,PDE4D,TSHZ3,INHBA,ITPR2,EDN2,ATP1B2,CNN1,DLG4,RAB11FIP5,AGT,TPM1,APP,CORIN,NLGN4X,CACNA1C,GJA1,HAND2,DAPK3,NLGN2,KCNK3,HSPB7,C1QTNF1,DES,SPHK1,F2R,GJC1,CACNA1H,PLN,AQP1
GO:0044060	regulation of endocrine process	1.68e-02	1.68e-02	1	C1QTNF3,INHBA,RAB11FIP5,AGT,C1QTNF1,F2R
GO:0003044	regulation of systemic arterial blood pressure mediated by a chemical signal	1.25e-02	1.25e-02	1	PCSK5,PDE4D,EDN2,AGT,TPM1,CORIN,F2R,MME
GO:0001990	regulation of systemic arterial blood pressure by hormone	3.47e-02	3.47e-02	1	PCSK5,EDN2,AGT,CORIN,F2R,MME
GO:0051899	membrane depolarization	4.89e-02	4.89e-02	1	CACNA1G,DCN,CACNG4,ABL1,NALCN,CAV1,KDR,CACNA1C,CACNA1H,MLLT11
GO:1904181	positive regulation of membrane depolarization	3.22e-02	3.22e-02	1	DCN,KDR,MLLT11
GO:0051882	mitochondrial depolarization	2.22e-02	2.22e-02	1	DCN,ABL1,KDR,MLLT11
GO:0051901	positive regulation of mitochondrial depolarization	1.30e-02	1.30e-02	1	DCN,KDR,MLLT11
GO:0000188	inactivation of MAPK activity	2.99e-02	2.99e-02	1	CAV1,RGS4,DUSP1,SPRED1,SPRED2
GO:0072593	reactive oxygen species metabolic process	4.16e-02	4.16e-02	1	FYN,CAV1,SH3PXD2A,PDGFRB,PKD2,PTGIS,KLF2,PXDN,CD36,AGT,THBS1,CYP1B1,FBLN5,PID1,TGFBR2,CD34,SH3PXD2B,HBA1
GO:2000377	regulation of reactive oxygen species metabolic process	3.52e-02	3.52e-02	1	FYN,CAV1,PDGFRB,PKD2,PTGIS,KLF2,CD36,AGT,THBS1,CYP1B1,FBLN5,PID1,TGFBR2,CD34
GO:0071295	cellular response to vitamin	1.68e-02	1.68e-02	1	SNAI2,SFRP1,POSTN,KANK2
GO:0071305	cellular response to vitamin D	4.48e-02	4.48e-02	1	SNAI2,SFRP1,KANK2
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	3.11e-04	3.11e-04	1	CLDN11,PCDHB4,CLDN15,PCDHB6,BMP2,AMIGO2,SDK1,LRRC4C,ITGB1,PTPRD,NTNG1,VCAM1,TGFBR2,DCHS1,SELP,CDH5,MYADM,CLDN5,ROBO2,FAT4,PCDHGC3
GO:0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	4.69e-02	4.69e-02	1	PCDHB4,PCDHB6,DCHS1,SELP,PCDHGC3
GO:0007422	peripheral nervous system development	1.49e-02	1.49e-02	1	ETV1,GPC1,CNTNAP1,PMP22,EGR2,SKI,RUNX1
GO:0009187	cyclic nucleotide metabolic process	3.16e-02	3.16e-02	1	PTHLH,PDE4D,PDE5A,EPHA2,GUCY1A2,PDE2A,AQP1
GO:0009214	cyclic nucleotide catabolic process	3.22e-02	3.22e-02	1	PDE4D,PDE5A,PDE2A
GO:0002064	epithelial cell development	1.99e-02	1.99e-02	1	CDK6,ACTA2,PDE4D,BMP4,PODXL,EPHA2,BMP6,CDH5,MYADM,CLDN5,PDE2A,RILPL1
GO:0072089	stem cell proliferation	2.54e-02	2.54e-02	1	SNAI2,FBLN1,NES,WNT2B,SFRP2,HMGA2,RUNX1,SIX2,CD34,SOX11
GO:0002790	peptide secretion	3.71e-02	3.71e-02	1	RHBDF1,IGF1,PTPRN,TM7SF3,C1QTNF3,PCSK5,SFRP1,RAB11FIP2,FOXP1,FN1,SLC2A1,TNFSF4,LTBP2,TGFB3,TWIST1,ITPR2,SOX4,MYH10,CD36,RAB11FIP5,ADRA2A,CACNA1C,BMP6,IRS1,NLGN2,SCG2,C1QTNF4,CD34,LPL,SSC5D,F2R,DPP4
GO:0009306	protein secretion	1.82e-02	1.82e-02	1	RHBDF1,IGF1,PTPRN,TM7SF3,C1QTNF3,PCSK5,SFRP1,RAB11FIP2,FOXP1,FN1,SLC2A1,TNFSF4,LTBP2,TGFB3,TWIST1,ITPR2,SOX4,MYH10,CD36,RAB11FIP5,ADRA2A,CACNA1C,BMP6,IRS1,NLGN2,SCG2,C1QTNF4,CD34,LPL,SSC5D,F2R,DPP4
GO:0050708	regulation of protein secretion	4.61e-02	4.61e-02	1	RHBDF1,IGF1,TM7SF3,C1QTNF3,SFRP1,FOXP1,FN1,SLC2A1,TNFSF4,TGFB3,TWIST1,ITPR2,SOX4,MYH10,RAB11FIP5,ADRA2A,CACNA1C,BMP6,IRS1,NLGN2,C1QTNF4,CD34,LPL,SSC5D,F2R,DPP4
GO:0035988	chondrocyte proliferation	1.68e-02	1.68e-02	1	FGFR3,HMGA2,DDR2,SIX2
GO:1904645	response to amyloid-beta	1.68e-02	1.68e-02	1	FYN,IGF1,NGFR,LRP1,CD36,APP
GO:1904646	cellular response to amyloid-beta	4.69e-02	4.69e-02	1	IGF1,NGFR,LRP1,CD36,APP
GO:0018212	peptidyl-tyrosine modification	2.63e-06	2.63e-06	1	FYN,IGF1,HGF,FLT4,EPHA3,FGFR3,IL11,ABL1,SFRP1,CAV1,GHR,PDGFRB,EFEMP1,ERRFI1,TEK,KDR,LIF,DLG4,PDGFRA,AGT,FGF7,APP,SFRP2,NTRK2,ADRA2A,THY1,ANGPT1,KIT,ITGA5,DDR2,GREM1,IGF2,SOCS5,CSPG4
GO:0018108	peptidyl-tyrosine phosphorylation	1.97e-06	1.97e-06	1	FYN,IGF1,HGF,FLT4,EPHA3,FGFR3,IL11,ABL1,SFRP1,CAV1,GHR,PDGFRB,EFEMP1,ERRFI1,TEK,KDR,LIF,DLG4,PDGFRA,AGT,FGF7,APP,SFRP2,NTRK2,ADRA2A,THY1,ANGPT1,KIT,ITGA5,DDR2,GREM1,IGF2,SOCS5,CSPG4
GO:0050730	regulation of peptidyl-tyrosine phosphorylation	4.11e-05	4.11e-05	1	FYN,IGF1,HGF,FGFR3,IL11,ABL1,SFRP1,CAV1,GHR,ERRFI1,LIF,DLG4,AGT,FGF7,APP,SFRP2,NTRK2,ADRA2A,THY1,ANGPT1,KIT,ITGA5,GREM1,IGF2,SOCS5,CSPG4
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	7.22e-04	7.22e-04	1	FYN,IGF1,HGF,FGFR3,IL11,ABL1,GHR,LIF,DLG4,AGT,FGF7,NTRK2,ADRA2A,ANGPT1,KIT,ITGA5,GREM1,IGF2,CSPG4
GO:0061097	regulation of protein tyrosine kinase activity	7.88e-03	7.88e-03	1	FYN,CAV1,ERRFI1,DLG4,AGT,APP,NTRK2,ADRA2A,THY1,SOCS5
GO:0048010	vascular endothelial growth factor receptor signaling pathway	4.87e-03	4.87e-03	1	FYN,FLT4,BCAR1,NEDD4,SHB,NRP2,PGF,KDR,SHC2,TMEM204,EMILIN1,VEGFC,ITGA5
GO:1900078	positive regulation of cellular response to insulin stimulus	4.40e-02	4.40e-02	1	SORBS1,RARRES2,IGF2,IRS1
GO:0070371	ERK1 and ERK2 cascade	2.74e-04	2.74e-04	1	IGF1,FLT4,FGFR3,FBLN1,SEMA6A,TIMP3,PDGFRB,FN1,CTGF,TEK,BMP2,KDR,PDGFRA,CD36,SPRY2,CCL21,EMILIN1,SEMA7A,APP,EPHA2,CYR61,ANGPT1,CAMK2N1,SPRY1,HAND2,NPNT,PDGFD,F2R,PLA2G2A,CCL14
GO:0070372	regulation of ERK1 and ERK2 cascade	2.47e-04	2.47e-04	1	FLT4,FGFR3,FBLN1,SEMA6A,TIMP3,PDGFRB,FN1,CTGF,TEK,BMP2,KDR,PDGFRA,CD36,SPRY2,CCL21,EMILIN1,SEMA7A,APP,EPHA2,CYR61,ANGPT1,CAMK2N1,SPRY1,HAND2,NPNT,PDGFD,F2R,PLA2G2A,CCL14
GO:0043410	positive regulation of MAPK cascade	5.20e-03	5.20e-03	1	IGF1,FLT4,FGFR3,IL11,GADD45B,GHR,FGF1,PDGFRB,CTGF,TEK,BMP4,BMP2,TNFRSF19,KDR,LIF,EDA2R,PDGFRA,CD36,SPRY2,CCL21,THBS1,SEMA7A,APP,NTRK2,ADRA2A,ANGPT1,FZD7,KIT,HAND2,IGF2,NPNT,PDGFD,SH3RF3,F2R,PLA2G2A,LPAR1,PJA2,CCL14
GO:0070374	positive regulation of ERK1 and ERK2 cascade	6.91e-03	6.91e-03	1	FLT4,FGFR3,PDGFRB,CTGF,TEK,BMP2,KDR,PDGFRA,CD36,SPRY2,CCL21,SEMA7A,APP,ANGPT1,HAND2,NPNT,PDGFD,F2R,PLA2G2A,CCL14
GO:0007264	small GTPase mediated signal transduction	1.38e-02	1.38e-02	1	RHOBTB2,IGF1,NGFR,RHOBTB1,RASAL2,ARHGAP28,PLEKHG2,ABL1,SYDE1,CHN2,RASGRF2,DEPDC7,SHC2,RIN2,KRAS,ARHGAP24,RHOB,SLIT2,PLK2,ADRA2A,PDPN,CDC42EP3,COL1A2,DLC1,COL3A1,AKAP13,GPR4,F2R,RASA3,STMN3,LPAR1,ARHGAP23
GO:0051056	regulation of small GTPase mediated signal transduction	1.56e-02	1.56e-02	1	RHOBTB2,IGF1,RHOBTB1,RASAL2,ARHGAP28,PLEKHG2,ABL1,SYDE1,CHN2,RASGRF2,DEPDC7,ARHGAP24,RHOB,SLIT2,DLC1,COL3A1,AKAP13,GPR4,F2R,RASA3,STMN3,LPAR1,ARHGAP23
GO:0008212	mineralocorticoid metabolic process	2.22e-02	2.22e-02	1	DKK3,BMP2,BMP6,CACNA1H
GO:0034309	primary alcohol biosynthetic process	1.68e-02	1.68e-02	1	DKK3,BMP2,BMP6,CACNA1H
GO:0090030	regulation of steroid hormone biosynthetic process	3.22e-02	3.22e-02	1	DKK3,BMP2,BMP6
GO:0046184	aldehyde biosynthetic process	3.52e-02	3.52e-02	1	DKK3,BMP2,BMP6,CACNA1H
GO:0032341	aldosterone metabolic process	8.09e-03	8.09e-03	1	DKK3,BMP2,BMP6,CACNA1H
GO:0032344	regulation of aldosterone metabolic process	2.22e-02	2.22e-02	1	DKK3,BMP2,BMP6
GO:0006705	mineralocorticoid biosynthetic process	2.22e-02	2.22e-02	1	DKK3,BMP2,BMP6,CACNA1H
GO:0032342	aldosterone biosynthetic process	8.09e-03	8.09e-03	1	DKK3,BMP2,BMP6,CACNA1H
GO:0032347	regulation of aldosterone biosynthetic process	2.22e-02	2.22e-02	1	DKK3,BMP2,BMP6
GO:0006112	energy reserve metabolic process	2.34e-02	2.34e-02	1	IGF1,SORBS1,PPP1R3C,GFPT2,PID1,IGF2,IRS1,PPP1R3B,ENPP1
GO:0031623	receptor internalization	9.36e-03	9.36e-03	1	CALCRL,NEDD4,CAV1,SFRP4,LRP1,DLG4,CD36,ITGB1,ANGPT1,GREM1,RAB31
GO:0003012	muscle system process	1.73e-02	1.73e-02	1	CACNA1G,IGF1,VIM,PPP1R12B,SORBS1,DMPK,CAV1,ACTA2,PDE4D,KCNJ8,CALD1,EDN2,CNN1,MYH11,AGT,TPM1,CACNA1C,EDNRA,GJA1,ACTG2,LMOD1,HAND2,DAPK3,DES,SPHK1,F2R,GJC1,CACNA1H,SULF2,PLN,ITGA1
GO:0006936	muscle contraction	8.01e-03	8.01e-03	1	CACNA1G,VIM,PPP1R12B,SORBS1,DMPK,CAV1,ACTA2,PDE4D,KCNJ8,CALD1,EDN2,CNN1,MYH11,TPM1,CACNA1C,EDNRA,GJA1,ACTG2,LMOD1,DAPK3,DES,SPHK1,F2R,GJC1,CACNA1H,SULF2,PLN,ITGA1
GO:0006939	smooth muscle contraction	2.85e-02	2.85e-02	1	CAV1,EDN2,CNN1,MYH11,EDNRA,DAPK3,SPHK1,F2R,SULF2
GO:0072507	divalent inorganic cation homeostasis	3.91e-02	3.91e-02	1	FYN,JPH4,ABL1,DMPK,CAV1,CXCL12,WFS1,PDE4D,PKD2,ITPR2,PLCG1,EDN2,DLG4,APLNR,PDGFRA,CD36,CCL21,JPH2,CACNA1C,EDNRA,THY1,CALB2,C1QTNF1,GPR4,F2R,LPAR1,PLN,TGM2,FAM155A,CCL14
GO:0072503	cellular divalent inorganic cation homeostasis	2.73e-02	2.73e-02	1	FYN,JPH4,ABL1,DMPK,CAV1,CXCL12,WFS1,PDE4D,PKD2,ITPR2,PLCG1,EDN2,DLG4,APLNR,PDGFRA,CD36,CCL21,JPH2,CACNA1C,EDNRA,THY1,CALB2,C1QTNF1,GPR4,F2R,LPAR1,PLN,TGM2,FAM155A,CCL14
GO:0006816	calcium ion transport	3.52e-02	3.52e-02	1	CACNA1G,FYN,CALCRL,CACNG4,JPH4,NALCN,CAV1,CXCL12,WFS1,PDE4D,PDGFRB,PKD2,ITPR2,PLCG1,APLNR,CCL21,CASK,JPH2,ADRA2A,CACNA1C,THY1,ORAI2,F2R,CACNA1H,PLN,FAM155A
GO:0060401	cytosolic calcium ion transport	4.20e-02	4.20e-02	1	FYN,JPH4,CAV1,PDE4D,PKD2,ITPR2,PLCG1,APLNR,CCL21,JPH2,CACNA1C,THY1,F2R,FAM155A
GO:0070509	calcium ion import	1.73e-02	1.73e-02	1	CACNA1G,FYN,CXCL12,PDGFRB,PKD2,CASK,CACNA1H,PLN,FAM155A
GO:0055074	calcium ion homeostasis	1.49e-02	1.49e-02	1	FYN,JPH4,ABL1,DMPK,CAV1,CXCL12,WFS1,PDE4D,PKD2,ITPR2,PLCG1,EDN2,DLG4,APLNR,PDGFRA,CD36,CCL21,JPH2,CACNA1C,EDNRA,THY1,CALB2,C1QTNF1,GPR4,F2R,LPAR1,PLN,TGM2,FAM155A,CCL14
GO:0051924	regulation of calcium ion transport	4.12e-02	4.12e-02	1	FYN,JPH4,CAV1,CXCL12,WFS1,PDE4D,PDGFRB,PKD2,PLCG1,APLNR,CASK,JPH2,ADRA2A,CACNA1C,THY1,F2R,PLN
GO:0090279	regulation of calcium ion import	2.29e-02	2.29e-02	1	FYN,CXCL12,PDGFRB,PKD2,CASK,PLN
GO:0006874	cellular calcium ion homeostasis	1.14e-02	1.14e-02	1	FYN,JPH4,ABL1,DMPK,CAV1,CXCL12,WFS1,PDE4D,PKD2,ITPR2,PLCG1,EDN2,DLG4,APLNR,PDGFRA,CD36,CCL21,JPH2,CACNA1C,EDNRA,THY1,CALB2,C1QTNF1,GPR4,F2R,LPAR1,PLN,TGM2,FAM155A,CCL14
GO:0051480	regulation of cytosolic calcium ion concentration	7.85e-03	7.85e-03	1	FYN,JPH4,ABL1,CAV1,PDE4D,PKD2,ITPR2,PLCG1,EDN2,DLG4,APLNR,PDGFRA,CD36,CCL21,JPH2,CACNA1C,EDNRA,THY1,CALB2,C1QTNF1,GPR4,F2R,LPAR1,PLN,FAM155A
GO:0007204	positive regulation of cytosolic calcium ion concentration	7.83e-03	7.83e-03	1	FYN,JPH4,ABL1,CAV1,PDE4D,PKD2,ITPR2,PLCG1,EDN2,DLG4,APLNR,PDGFRA,CD36,CCL21,JPH2,CACNA1C,EDNRA,THY1,C1QTNF1,GPR4,F2R,LPAR1,FAM155A
GO:0060402	calcium ion transport into cytosol	2.38e-02	2.38e-02	1	FYN,JPH4,CAV1,PDE4D,PKD2,ITPR2,PLCG1,APLNR,CCL21,JPH2,CACNA1C,THY1,F2R,FAM155A
GO:0010522	regulation of calcium ion transport into cytosol	1.76e-02	1.76e-02	1	FYN,JPH4,CAV1,PDE4D,PKD2,PLCG1,APLNR,JPH2,CACNA1C,THY1,F2R
GO:0051208	sequestering of calcium ion	3.99e-02	3.99e-02	1	JPH4,PDE4D,PKD2,ITPR2,PLCG1,APLNR,CCL21,JPH2,CACNA1C,THY1,F2R
GO:0051928	positive regulation of calcium ion transport	2.45e-02	2.45e-02	1	CAV1,CXCL12,WFS1,PDGFRB,PKD2,PLCG1,APLNR,CASK,JPH2,THY1,F2R
